step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
299,CASH_OUT,2944.0,C72925112,5728.59,2784.59,M26209063,44397.07,47341.07,0
371,PAYMENT,1496.2,C61120267,5366.17,3869.97,M61744677,30632.85,32129.05,0
99,CASH_IN,3723.9,C14669873,19317.4,23041.3,M99844343,19002.76,15278.86,0
47,TRANSFER,4826.13,C67346784,37925.93,33099.8,M97038979,32459.72,37285.85,0
422,PAYMENT,1840.05,C49427000,5967.22,4127.17,M15972535,37879.12,39719.17,0
480,CASH_OUT,2451.52,C14445369,10799.37,8347.85,M98615219,20721.83,23173.35,0
579,PAYMENT,4623.91,C14413389,21131.36,16507.45,M37593123,16069.34,20693.25,0
62,PAYMENT,3894.79,C32599162,15777.97,11883.18,M70546101,40876.08,44770.87,0
109,TRANSFER,1378.41,C99596786,14804.51,13426.1,M53687552,49108.11,50486.52,0
679,CASH_IN,4044.39,C11289755,18749.7,22794.09,M57953155,43616.23,39571.84,0
549,TRANSFER,2969.88,C64304458,18981.18,16011.3,M62736654,36602.44,39572.32,0
119,PAYMENT,887.95,C34982678,34552.34,33664.39,M75124912,30260.1,31148.05,0
598,TRANSFER,393.91,C75952595,25827.92,25434.01,M25308020,8985.28,9379.19,0
382,PAYMENT,3017.88,C33000256,37096.38,34078.5,M33964049,39825.8,42843.68,0
392,PAYMENT,2912.78,C64414716,32755.49,29842.71,M28739059,38138.0,41050.78,0
52,DEBIT,662.4,C91460472,7764.01,7101.61,M56728045,12338.12,11675.72,0
603,CASH_IN,1293.66,C84082682,23447.66,24741.32,M74210676,48332.32,47038.66,0
289,PAYMENT,1957.41,C75761232,22218.13,20260.72,M75036948,8089.82,10047.23,0
337,TRANSFER,4315.52,C58860657,46348.14,42032.62,M79855231,48843.02,53158.54,0
204,CASH_IN,4384.19,C68518592,26028.65,30412.84,M77062039,29265.34,24881.15,0
238,PAYMENT,1089.28,C98971926,15220.98,14131.7,M78957881,10051.13,11140.41,0
382,PAYMENT,4070.07,C36106296,27665.29,23595.22,M39278399,19618.27,23688.34,0
667,CASH_IN,3181.19,C57202059,44841.37,48022.56,M87350082,9125.36,5944.17,0
136,CASH_OUT,2617.02,C61344096,34839.49,32222.47,M13166966,27104.72,29721.74,0
407,PAYMENT,120.43,C89032945,18581.44,18461.01,M55083938,11929.08,12049.51,0
508,PAYMENT,135.97,C35020294,40714.29,40578.32,M75033587,49938.41,50074.38,0
362,PAYMENT,77.47,C37073495,34673.65,34596.18,M98451307,40710.63,40788.1,0
381,TRANSFER,4369.88,C93052838,12139.3,7769.42,M14785355,11743.12,16113.0,0
576,CASH_OUT,4010.6,C45549512,11111.24,7100.64,M24960060,10796.0,14806.6,0
635,TRANSFER,2253.38,C33695397,27194.44,24941.06,M86335023,11383.47,13636.85,0
254,CASH_OUT,727.96,C64712498,50196.0,49468.04,M77552246,31105.08,31833.04,0
477,PAYMENT,4371.43,C53986957,17372.9,13001.47,M76940549,41161.35,45532.78,0
114,PAYMENT,3709.72,C26906298,34246.92,30537.2,M43091057,46994.42,50704.14,0
20,PAYMENT,3657.5,C78553033,14370.81,10713.31,M51523627,1488.95,5146.45,0
528,DEBIT,2361.93,C79130337,6635.55,4273.62,M92820409,41450.51,39088.58,0
145,CASH_OUT,533.04,C99533425,21355.45,20822.41,M20107376,33239.67,33772.71,0
208,PAYMENT,137.02,C77936618,41079.98,40942.96,M14135520,29989.94,30126.96,0
531,TRANSFER,321.37,C12605566,31569.92,31248.55,M41021015,19701.82,20023.19,0
376,DEBIT,893.21,C29675252,50657.08,49763.87,M50551438,16465.48,15572.27,0
504,TRANSFER,2424.68,C90838495,15374.27,12949.59,M62305779,24426.3,26850.98,0
166,PAYMENT,3988.33,C75011680,12960.78,8972.45,M29824502,5095.43,9083.76,0
550,PAYMENT,1583.72,C56748947,13489.35,11905.63,M52961211,2509.23,4092.95,0
181,PAYMENT,490.71,C93013579,43745.23,43254.52,M35178823,38865.78,39356.49,0
617,DEBIT,937.67,C69403392,13617.79,12680.12,M22965788,4267.22,3329.55,0
612,TRANSFER,1697.88,C19193409,22802.03,21104.15,M83369582,19949.02,21646.9,0
602,CASH_OUT,1487.9,C89576137,40651.25,39163.35,M24259267,11236.9,12724.8,0
444,DEBIT,2909.5,C67189553,43576.83,40667.33,M10624536,47467.12,44557.62,0
332,CASH_IN,4752.36,C72315851,20937.72,25690.08,M29990503,32070.41,27318.05,0
503,PAYMENT,2036.46,C50913032,47374.48,45338.02,M74277208,3284.86,5321.32,0
79,PAYMENT,3404.19,C78724347,7690.04,4285.85,M28066741,32917.75,36321.94,0
585,TRANSFER,974.61,C86953807,6908.62,5934.01,M21712886,26866.89,27841.5,0
688,PAYMENT,4867.15,C54240344,51188.46,46321.31,M17277146,38763.98,43631.13,0
396,CASH_OUT,2168.83,C99176082,45054.95,42886.12,M55663504,49844.79,52013.62,0
608,DEBIT,3940.96,C60763517,26847.29,22906.33,M66441100,32440.24,28499.28,0
103,CASH_OUT,3104.06,C87908245,6865.45,3761.39,M90120675,18954.62,22058.68,0
402,PAYMENT,4125.46,C88557831,26266.42,22140.96,M18246613,37031.99,41157.45,0
224,PAYMENT,698.18,C60766347,14435.12,13736.94,M51117308,28605.04,29303.22,0
518,PAYMENT,2871.02,C56635310,37185.14,34314.12,M48831423,11724.83,14595.85,0
634,DEBIT,3336.48,C46094533,13191.59,9855.11,M43815032,48691.76,45355.28,0
236,PAYMENT,1490.82,C23903226,44068.98,42578.16,M30848359,21491.26,22982.08,0
427,PAYMENT,607.01,C72802894,24075.78,23468.77,M46450465,35410.12,36017.13,0
116,PAYMENT,1374.34,C34307688,8630.62,7256.28,M34955084,33986.36,35360.7,0
163,CASH_IN,664.64,C96665527,6050.37,6715.01,M89234941,42070.1,41405.46,0
226,CASH_OUT,2570.94,C99677971,39199.98,36629.04,M87354996,1412.78,3983.72,0
230,CASH_IN,1170.55,C69560041,11370.67,12541.22,M70894763,16333.16,15162.61,0
182,CASH_OUT,184890.26,C59036930,211912.72,27022.46,M85097306,16346.4,201236.66,1
249,TRANSFER,1036.89,C32587716,24734.65,23697.76,M13274336,14921.04,15957.93,0
318,PAYMENT,1044.28,C53302072,5423.12,4378.84,M39204122,15891.36,16935.64,0
210,PAYMENT,2138.18,C37079325,51373.36,49235.18,M49561600,49811.32,51949.5,0
656,TRANSFER,2203.08,C20448678,32475.36,30272.28,M94931084,48312.98,50516.06,0
392,DEBIT,4470.19,C61098980,15981.86,11511.67,M36252476,37985.01,33514.82,0
96,PAYMENT,1313.35,C94318036,5569.06,4255.71,M58119803,43581.61,44894.96,0
86,PAYMENT,4328.1,C38343695,16483.5,12155.4,M95756179,31687.96,36016.06,0
415,TRANSFER,840.21,C50626827,6227.83,5387.62,M65051685,27225.52,28065.73,0
394,PAYMENT,4819.96,C29745581,6450.25,1630.29,M82397561,6647.57,11467.53,0
696,CASH_OUT,2963.42,C44186225,20013.02,17049.6,M83961505,34387.49,37350.91,0
633,PAYMENT,876.88,C78749270,47436.37,46559.49,M56516063,23043.07,23919.95,0
501,PAYMENT,3374.66,C66051934,32019.84,28645.18,M23418988,37826.38,41201.04,0
604,PAYMENT,3322.41,C79018314,51915.22,48592.81,M67340525,37177.6,40500.01,0
582,TRANSFER,1473.75,C91208011,11247.45,9773.7,M50592467,16112.15,17585.9,0
133,TRANSFER,1700.17,C36884931,12549.41,10849.24,M79430168,48317.52,50017.69,0
649,PAYMENT,563.79,C39935486,21277.49,20713.7,M49028771,42435.15,42998.94,0
314,DEBIT,417.86,C23484456,21885.18,21467.32,M11455970,15935.87,15518.01,0
699,PAYMENT,1212.63,C70757039,35310.26,34097.63,M74974772,37617.04,38829.67,0
221,PAYMENT,3968.49,C41799653,23096.15,19127.66,M20499540,6352.68,10321.17,0
438,CASH_OUT,2424.58,C66049898,32698.33,30273.75,M60314165,48163.02,50587.6,0
46,PAYMENT,4024.89,C33364581,9425.75,5400.86,M80953929,40765.09,44789.98,0
192,TRANSFER,4282.76,C98992481,38656.17,34373.41,M93455674,38480.67,42763.43,0
520,CASH_IN,710.73,C89736214,22019.93,22730.66,M28899143,42702.39,41991.66,0
379,CASH_OUT,2777.51,C32777189,33420.36,30642.85,M18748806,30793.04,33570.55,0
691,CASH_OUT,3227.86,C69564466,30825.56,27597.7,M94933959,22613.24,25841.1,0
334,TRANSFER,4680.67,C61690832,39193.12,34512.45,M75954494,48228.56,52909.23,0
39,PAYMENT,81.23,C25706272,30457.87,30376.64,M29303247,31909.36,31990.59,0
293,TRANSFER,4386.34,C70807488,53111.28,48724.94,M53782353,39962.83,44349.17,0
690,PAYMENT,1309.88,C23798509,23032.7,21722.82,M49588876,35300.11,36609.99,0
162,CASH_IN,2712.1,C46487538,5155.25,7867.35,M90934056,43652.3,40940.2,0
331,PAYMENT,637.24,C60819753,24475.57,23838.33,M47761032,17284.71,17921.95,0
104,TRANSFER,2948.89,C17706284,32042.48,29093.59,M21947054,12899.93,15848.82,0
161,CASH_IN,1785.36,C98594267,39405.82,41191.18,M92746886,17631.71,15846.35,0
635,CASH_OUT,3389.35,C17546152,14292.76,10903.41,M54303812,32316.29,35705.64,0
54,CASH_IN,810.71,C80175780,10112.89,10923.6,M25553975,47027.5,46216.79,0
34,CASH_OUT,3102.12,C67378105,27411.72,24309.6,M39016033,44702.01,47804.13,0
242,PAYMENT,4299.53,C37202296,50973.37,46673.84,M81911375,34964.0,39263.53,0
113,DEBIT,3359.01,C92891860,32306.48,28947.47,M91399503,23162.09,19803.08,0
318,PAYMENT,3878.36,C64934428,16240.06,12361.7,M58583100,25590.71,29469.07,0
23,PAYMENT,1965.12,C98250917,30743.93,28778.81,M29026598,16705.22,18670.34,0
558,CASH_OUT,4941.37,C40411348,29328.29,24386.92,M64624669,9807.41,14748.78,0
647,CASH_OUT,2517.92,C23012877,6359.27,3841.35,M25552431,48253.52,50771.44,0
118,DEBIT,2191.73,C38478539,50451.9,48260.17,M55968577,29848.44,27656.71,0
701,CASH_IN,1670.86,C36208969,31945.61,33616.47,M59566878,40339.43,38668.57,0
643,DEBIT,2130.71,C86251793,28199.36,26068.65,M55216006,25127.64,22996.93,0
212,PAYMENT,3290.04,C91458948,16473.5,13183.46,M65432675,11773.59,15063.63,0
418,CASH_OUT,3037.63,C71970673,38231.53,35193.9,M79861588,16676.27,19713.9,0
113,CASH_OUT,1390.81,C69951563,30410.17,29019.36,M92711050,14960.15,16350.96,0
44,CASH_IN,1104.5,C51907043,45959.28,47063.78,M25933402,13165.43,12060.93,0
128,PAYMENT,4554.26,C57811450,17175.92,12621.66,M14452665,28989.7,33543.96,0
158,PAYMENT,2318.43,C62261175,9670.04,7351.61,M29140170,27512.29,29830.72,0
394,DEBIT,4760.85,C76387246,17845.93,13085.08,M51505175,1129.51,-3631.34,0
512,PAYMENT,3892.31,C31325094,41122.1,37229.79,M75080263,31830.94,35723.25,0
45,TRANSFER,4643.35,C12648580,14696.35,10053.0,M43754093,46045.18,50688.53,0
108,PAYMENT,2160.72,C41066648,4660.33,2499.61,M70770718,39467.69,41628.41,0
219,TRANSFER,2213.4,C91558768,26638.49,24425.09,M20323792,33355.08,35568.48,0
443,CASH_OUT,37877.41,C97991892,55559.21,17681.8,M23214760,31072.95,68950.36,1
315,PAYMENT,1421.9,C75453376,9900.98,8479.08,M40664005,14024.51,15446.41,0
177,CASH_OUT,521.7,C15604302,14119.0,13597.3,M18394560,24951.23,25472.93,0
228,PAYMENT,2571.74,C85643715,10149.0,7577.26,M17066390,29376.8,31948.54,0
703,PAYMENT,4116.4,C21816633,41969.55,37853.15,M38267353,30909.23,35025.63,0
672,PAYMENT,31.82,C88536540,34444.61,34412.79,M16007908,3201.25,3233.07,0
267,CASH_OUT,1526.21,C44455680,46670.04,45143.83,M69829814,8824.23,10350.44,0
379,PAYMENT,2865.23,C56631974,52826.11,49960.88,M53218310,6327.41,9192.64,0
489,CASH_OUT,947.07,C92951028,2342.79,1395.72,M92301928,48008.67,48955.74,0
702,CASH_OUT,2405.64,C49320205,18071.05,15665.41,M83039367,14159.92,16565.56,0
687,CASH_OUT,1917.06,C36250336,12453.9,10536.84,M42968100,38842.02,40759.08,0
290,CASH_OUT,2794.93,C51277156,47010.69,44215.76,M65616876,17132.48,19927.41,0
357,TRANSFER,219.79,C49051458,28292.47,28072.68,M17122637,27957.68,28177.47,0
657,PAYMENT,1480.0,C37978168,3537.13,2057.13,M66671963,39732.41,41212.41,0
204,TRANSFER,3857.08,C44182277,36931.13,33074.05,M45292020,40227.18,44084.26,0
213,PAYMENT,214.69,C59142523,32155.84,31941.15,M85963057,12154.31,12369.0,0
552,DEBIT,4976.83,C25939547,53236.37,48259.54,M74965529,36964.37,31987.54,0
323,DEBIT,3130.04,C36098941,13324.55,10194.51,M97430561,11686.13,8556.09,0
594,PAYMENT,3757.2,C94621886,5880.8,2123.6,M70919327,5551.53,9308.73,0
181,TRANSFER,767.78,C23404645,32045.45,31277.67,M81312233,7980.13,8747.91,0
499,CASH_IN,4006.19,C99998133,4849.8,8855.99,M68228128,33257.57,29251.38,0
320,PAYMENT,2849.2,C39493225,6200.63,3351.43,M60493921,23065.28,25914.48,0
83,CASH_OUT,2609.93,C21402615,35680.78,33070.85,M13660542,27201.36,29811.29,0
303,PAYMENT,4741.41,C18153190,12453.98,7712.57,M41613334,45920.23,50661.64,0
262,TRANSFER,4437.74,C87469076,38433.96,33996.22,M10841472,38517.75,42955.49,0
200,DEBIT,710.77,C99943048,40364.55,39653.78,M70361926,30407.44,29696.67,0
240,TRANSFER,3913.86,C66785504,19394.31,15480.45,M98497267,3191.8,7105.66,0
692,CASH_OUT,3280.87,C35401357,20714.85,17433.98,M70580139,34698.22,37979.09,0
683,CASH_IN,2621.62,C43422012,32213.29,34834.91,M85908736,35070.37,32448.75,0
295,CASH_OUT,4038.19,C99061811,11878.7,7840.51,M77404022,35119.5,39157.69,0
512,CASH_OUT,728.02,C40263170,4243.94,3515.92,M95050484,17250.2,17978.22,0
689,TRANSFER,1610.68,C91497634,3830.27,2219.59,M96262000,1178.47,2789.15,0
396,CASH_OUT,3377.67,C74324848,10299.66,6921.99,M60507167,30785.69,34163.36,0
138,DEBIT,3078.19,C41615778,31894.08,28815.89,M95787097,39110.15,36031.96,0
129,CASH_IN,4389.14,C22030056,5617.07,10006.21,M74535895,11324.01,6934.87,0
49,CASH_OUT,2603.3,C69679156,21803.24,19199.94,M52944385,41001.84,43605.14,0
676,CASH_OUT,1484.48,C99905062,4107.83,2623.35,M33891435,34612.66,36097.14,0
293,PAYMENT,2886.65,C62507347,28943.38,26056.73,M87152326,35215.88,38102.53,0
628,DEBIT,1185.0,C84804869,19294.66,18109.66,M56317131,36227.69,35042.69,0
536,CASH_OUT,145.82,C10216790,34150.64,34004.82,M25019417,49099.8,49245.62,0
311,CASH_OUT,4518.31,C58874511,38445.97,33927.66,M50632651,38689.59,43207.9,0
537,PAYMENT,2757.34,C51613298,27321.71,24564.37,M28952122,195.68,2953.02,0
639,CASH_IN,1362.42,C59182457,6604.83,7967.25,M83734832,42773.98,41411.56,0
234,PAYMENT,2336.53,C35337606,36262.65,33926.12,M32825253,5133.93,7470.46,0
209,PAYMENT,3262.08,C71238643,19672.34,16410.26,M92180923,2732.57,5994.65,0
605,CASH_OUT,1263.19,C94170418,31113.18,29849.99,M81084036,12055.12,13318.31,0
94,CASH_OUT,4806.2,C38025120,13603.52,8797.32,M46816736,5291.36,10097.56,0
327,PAYMENT,270.66,C95886468,24609.91,24339.25,M78209349,38096.95,38367.61,0
225,CASH_OUT,759.4,C90187864,23453.52,22694.12,M89918506,17078.34,17837.74,0
11,PAYMENT,4164.72,C53853229,53842.4,49677.68,M25357693,7788.08,11952.8,0
329,PAYMENT,1080.88,C17494556,33260.55,32179.67,M76286177,38131.64,39212.52,0
12,PAYMENT,2137.48,C97943849,39371.07,37233.59,M37896908,35097.35,37234.83,0
35,DEBIT,3985.81,C31254824,21433.34,17447.53,M72674283,19356.29,15370.48,0
447,PAYMENT,2190.16,C81475920,33339.81,31149.65,M33391916,5903.98,8094.14,0
452,PAYMENT,829.52,C48342188,21724.18,20894.66,M23241110,42664.02,43493.54,0
740,CASH_OUT,1828.46,C56656783,29914.32,28085.86,M95763287,31128.16,32956.62,0
220,TRANSFER,1995.34,C57037608,21883.4,19888.06,M18580772,29002.68,30998.02,0
441,CASH_OUT,4675.69,C53777609,46924.67,42248.98,M14412761,29173.26,33848.95,0
653,DEBIT,3672.48,C50794875,47412.95,43740.47,M20077771,37535.29,33862.81,0
535,DEBIT,2497.3,C37922737,40547.5,38050.2,M67390662,42298.56,39801.26,0
595,PAYMENT,3778.88,C84576894,49134.31,45355.43,M33538324,17442.52,21221.4,0
229,TRANSFER,1467.64,C78189543,19162.33,17694.69,M67500316,45487.33,46954.97,0
344,CASH_OUT,2190.47,C88323693,20095.57,17905.1,M99125104,16162.91,18353.38,0
80,PAYMENT,2488.34,C10600702,18566.19,16077.85,M85260791,20341.68,22830.02,0
353,PAYMENT,1833.13,C17013813,21648.72,19815.59,M90406698,36484.82,38317.95,0
396,TRANSFER,4617.67,C55246115,7948.69,3331.02,M60204969,29294.88,33912.55,0
290,PAYMENT,36.18,C92711001,6903.6,6867.42,M54476709,20641.51,20677.69,0
455,CASH_IN,2287.28,C51662071,45916.39,48203.67,M67009139,13117.03,10829.75,0
671,CASH_OUT,2502.6,C57930492,4821.92,2319.32,M83210252,2355.48,4858.08,0
128,PAYMENT,3885.51,C63341963,24247.11,20361.6,M10903018,34631.13,38516.64,0
702,PAYMENT,3144.08,C39577836,28504.98,25360.9,M34634338,25226.54,28370.62,0
543,CASH_IN,168.0,C49694970,5278.54,5446.54,M29088374,38151.28,37983.28,0
359,PAYMENT,1657.9,C94509328,33618.8,31960.9,M13704787,31969.91,33627.81,0
527,CASH_OUT,1679.8,C24751071,10901.93,9222.13,M40093371,28053.88,29733.68,0
313,TRANSFER,4086.91,C47810126,17359.63,13272.72,M61305362,48953.2,53040.11,0
75,DEBIT,4395.46,C28040874,49296.9,44901.44,M60738755,12174.05,7778.59,0
546,CASH_OUT,488.66,C49412278,26063.41,25574.75,M45373816,29505.57,29994.23,0
196,PAYMENT,2361.74,C22295753,18117.48,15755.74,M23092283,6577.69,8939.43,0
29,PAYMENT,2990.89,C54131612,16780.82,13789.93,M85202936,29914.69,32905.58,0
706,TRANSFER,2735.47,C40011624,47613.78,44878.31,M40474231,16574.83,19310.3,0
16,CASH_IN,4319.85,C49365145,32843.88,37163.73,M94196828,41799.26,37479.41,0
423,PAYMENT,3415.72,C18930944,25078.58,21662.86,M56633691,11142.04,14557.76,0
589,CASH_OUT,3811.41,C96938413,33813.8,30002.39,M55600149,7157.64,10969.05,0
593,PAYMENT,2755.12,C73549550,35368.92,32613.8,M53176937,3958.39,6713.51,0
405,DEBIT,4957.23,C86684221,39607.41,34650.18,M18823818,27410.38,22453.15,0
636,CASH_OUT,1516.62,C87197424,24392.24,22875.62,M18491998,6125.02,7641.64,0
531,PAYMENT,1442.78,C91501980,22606.4,21163.62,M38179050,21181.53,22624.31,0
614,PAYMENT,137.02,C82851266,30645.03,30508.01,M22925004,46465.96,46602.98,0
77,PAYMENT,278.46,C99852169,424.63,146.17,M53248576,30258.24,30536.7,0
229,CASH_OUT,4249.51,C93007146,36969.9,32720.39,M97085746,48107.32,52356.83,0
297,TRANSFER,4236.01,C58606701,35086.39,30850.38,M59261176,38827.12,43063.13,0
510,PAYMENT,1047.6,C49038146,18928.16,17880.56,M46581303,8401.49,9449.09,0
715,CASH_IN,92.23,C50223399,8237.71,8329.94,M78306683,45242.09,45149.86,0
573,TRANSFER,4383.31,C35094299,31650.48,27267.17,M64635459,16026.89,20410.2,0
538,CASH_OUT,4167.47,C83442569,26314.51,22147.04,M53544464,16447.5,20614.97,0
583,PAYMENT,3533.4,C51719202,9504.94,5971.54,M26213131,30310.85,33844.25,0
615,PAYMENT,2873.09,C71472737,21356.6,18483.51,M70094965,37956.52,40829.61,0
326,TRANSFER,4911.7,C69433192,46331.65,41419.95,M87747081,49765.38,54677.08,0
363,CASH_OUT,157.85,C63945179,4791.65,4633.8,M99982533,21188.27,21346.12,0
669,TRANSFER,1064.16,C58996225,41877.86,40813.7,M33063373,40857.29,41921.45,0
359,DEBIT,1320.15,C84705995,11569.13,10248.98,M90657707,15658.39,14338.24,0
706,TRANSFER,1806.55,C58921104,28711.32,26904.77,M31490964,24218.9,26025.45,0
324,PAYMENT,3687.94,C64925616,32839.25,29151.31,M27636187,44309.82,47997.76,0
698,CASH_IN,2085.13,C98085109,7606.09,9691.22,M60276408,19433.16,17348.03,0
326,TRANSFER,4456.85,C90266375,5888.02,1431.17,M12797652,42546.01,47002.86,0
625,PAYMENT,3228.56,C76750637,24464.43,21235.87,M12608801,538.46,3767.02,0
165,PAYMENT,3561.09,C57528945,44273.88,40712.79,M98318161,6875.3,10436.39,0
573,CASH_OUT,3816.38,C44738576,22088.36,18271.98,M88699490,35423.52,39239.9,0
604,DEBIT,1924.86,C24720740,18641.25,16716.39,M72993322,10274.74,8349.88,0
455,PAYMENT,1312.0,C45078335,45352.53,44040.53,M85493335,17304.44,18616.44,0
153,PAYMENT,3177.5,C66790400,13199.41,10021.91,M73975645,17926.24,21103.74,0
737,CASH_OUT,3478.0,C46047061,33090.84,29612.84,M21411506,12137.12,15615.12,0
127,CASH_IN,2707.65,C73559135,47237.62,49945.27,M80966828,24900.62,22192.97,0
193,PAYMENT,23.57,C85317878,25816.84,25793.27,M94541197,39172.9,39196.47,0
627,DEBIT,3445.69,C21731472,9444.99,5999.3,M40934336,11682.46,8236.77,0
530,PAYMENT,2371.53,C53728143,46242.16,43870.63,M31452826,10423.15,12794.68,0
10,PAYMENT,477.87,C41558428,8799.1,8321.23,M20943798,31474.95,31952.82,0
92,PAYMENT,2216.44,C99813735,25482.02,23265.58,M23191602,7227.57,9444.01,0
139,PAYMENT,2521.09,C90757837,23334.08,20812.99,M42975327,37283.96,39805.05,0
481,PAYMENT,2431.71,C92716272,34725.77,32294.06,M78809674,36232.75,38664.46,0
449,CASH_IN,967.99,C33108436,9601.84,10569.83,M16779566,41526.85,40558.86,0
333,PAYMENT,4691.79,C34300036,48651.29,43959.5,M50968214,14096.27,18788.06,0
340,PAYMENT,1475.76,C42107921,44552.02,43076.26,M25061300,30186.22,31661.98,0
52,PAYMENT,2579.39,C85401150,7484.07,4904.68,M44280702,29306.45,31885.84,0
707,CASH_OUT,4017.59,C14615511,44078.33,40060.74,M28955721,33430.8,37448.39,0
466,CASH_IN,1710.14,C93504533,31270.34,32980.48,M11994429,35165.14,33455.0,0
718,PAYMENT,4329.28,C35015189,29889.8,25560.52,M32020097,6655.56,10984.84,0
475,TRANSFER,2497.83,C26697062,29456.59,26958.76,M97708373,41458.55,43956.38,0
401,PAYMENT,4922.78,C94130079,44185.94,39263.16,M42018767,24721.22,29644.0,0
439,TRANSFER,1055.97,C14686359,12264.22,11208.25,M17956269,41981.37,43037.34,0
605,PAYMENT,3696.91,C73484049,32395.57,28698.66,M54572846,35360.47,39057.38,0
657,TRANSFER,2495.1,C39925793,14791.55,12296.45,M56630457,26027.79,28522.89,0
598,CASH_OUT,2509.16,C31777281,4853.01,2343.85,M94311639,43928.97,46438.13,0
509,TRANSFER,3069.86,C75298024,33883.32,30813.46,M84227173,18400.87,21470.73,0
153,PAYMENT,1445.89,C33580049,5512.55,4066.66,M61724193,47653.41,49099.3,0
514,PAYMENT,53.37,C17186365,20906.47,20853.1,M15846073,25707.83,25761.2,0
503,CASH_OUT,4119.0,C45947279,4611.88,492.88,M98103583,18874.59,22993.59,0
676,TRANSFER,3187.22,C55345476,36578.14,33390.92,M38599722,19443.68,22630.9,0
6,PAYMENT,4142.37,C27162317,9955.94,5813.57,M42915409,44431.78,48574.15,0
500,DEBIT,1670.15,C94957963,44354.19,42684.04,M24075789,11991.08,10320.93,0
661,TRANSFER,3032.65,C82714939,48986.1,45953.45,M87841872,16311.17,19343.82,0
717,PAYMENT,2953.6,C85620939,7084.58,4130.98,M80684582,14265.08,17218.68,0
118,PAYMENT,4703.09,C89654972,17531.93,12828.84,M46450289,33430.07,38133.16,0
485,CASH_IN,3610.16,C47313287,40374.48,43984.64,M68945458,7039.99,3429.83,0
601,PAYMENT,1480.77,C29693407,34416.43,32935.66,M17390568,14442.22,15922.99,0
666,CASH_IN,1261.02,C51155823,50842.53,52103.55,M24463383,22388.42,21127.4,0
679,TRANSFER,1162.35,C44511507,30502.37,29340.02,M45283131,40665.44,41827.79,0
468,PAYMENT,1634.56,C48050958,16687.39,15052.83,M50958085,21032.23,22666.79,0
161,CASH_OUT,2430.1,C79365260,5841.14,3411.04,M49246370,36962.14,39392.24,0
270,PAYMENT,808.65,C28069802,35974.23,35165.58,M78668240,37810.35,38619.0,0
56,PAYMENT,2675.37,C62868860,17574.92,14899.55,M52681489,43229.49,45904.86,0
228,PAYMENT,4425.05,C91923357,15891.92,11466.87,M13340342,12500.11,16925.16,0
149,DEBIT,4906.2,C73841910,51327.9,46421.7,M49425917,7762.78,2856.58,0
46,TRANSFER,2983.8,C40039239,41826.83,38843.03,M91787475,30872.71,33856.51,0
144,PAYMENT,2501.26,C44981505,28847.97,26346.71,M92577001,10732.78,13234.04,0
632,PAYMENT,2429.62,C27784767,39849.81,37420.19,M69230086,36890.63,39320.25,0
340,TRANSFER,1264.28,C30348850,9425.75,8161.47,M25513639,8208.4,9472.68,0
413,PAYMENT,1593.51,C10201327,37422.42,35828.91,M80740167,33869.99,35463.5,0
732,PAYMENT,1382.52,C23145445,10684.42,9301.9,M73727485,6872.22,8254.74,0
520,PAYMENT,1155.61,C71110808,46843.35,45687.74,M15847459,22227.37,23382.98,0
344,CASH_OUT,3000.0,C56377245,13826.74,10826.74,M74089951,2464.85,5464.85,0
387,PAYMENT,3377.2,C67659492,15187.6,11810.4,M41506384,29788.04,33165.24,0
473,TRANSFER,2789.66,C94156410,30566.3,27776.64,M75707333,46900.28,49689.94,0
275,CASH_OUT,4780.65,C31380828,9629.18,4848.53,M10086305,26548.9,31329.55,0
353,CASH_IN,4581.17,C35392608,52964.31,57545.48,M71745482,18285.31,13704.14,0
66,CASH_OUT,2734.9,C34055233,51202.03,48467.13,M40382331,7955.86,10690.76,0
79,TRANSFER,3022.05,C59601296,46973.04,43950.99,M18178929,27838.65,30860.7,0
598,CASH_OUT,2541.93,C87634700,28336.6,25794.67,M99659178,4666.47,7208.4,0
636,CASH_IN,621.11,C23382960,40571.52,41192.63,M90750760,31017.74,30396.63,0
202,TRANSFER,609.32,C85200310,12366.73,11757.41,M28106384,39001.39,39610.71,0
662,TRANSFER,295556.05,C36907194,295556.05,0.0,M88951094,37260.38,299915.28,1
558,PAYMENT,4466.99,C52836853,21437.09,16970.1,M51432920,9773.33,14240.32,0
113,DEBIT,1426.12,C70900400,37040.47,35614.35,M89965549,22240.58,20814.46,0
91,PAYMENT,3130.97,C46290952,5655.27,2524.3,M85847323,33749.01,36879.98,0
141,PAYMENT,1086.39,C49062809,8502.23,7415.84,M36303279,41397.76,42484.15,0
289,TRANSFER,4183.44,C14286212,47478.78,43295.34,M92263217,32260.64,36444.08,0
730,DEBIT,3406.64,C71679296,14655.23,11248.59,M60490027,9635.77,6229.13,0
589,TRANSFER,3243.23,C10509965,36126.2,32882.97,M97957395,39817.43,43060.66,0
411,CASH_OUT,4804.02,C51041277,17528.63,12724.61,M77474816,11955.85,16759.87,0
377,DEBIT,2868.46,C13812189,49008.04,46139.58,M25949278,44779.89,41911.43,0
384,TRANSFER,4525.51,C59097424,29313.45,24787.94,M82436054,47121.71,51647.22,0
